Comorbid Condition,Concept ID,Concept Code,Concept Name,Vocabulary
"Malignancy, except skin neoplasms",76914,93725000,Primary malignant neoplasm of bone,SNOMED CT
"Malignancy, except skin neoplasms",4246802,93723007,Primary malignant neoplasm of bone of skull,SNOMED CT
"Malignancy, except skin neoplasms",4156114,371975007,Primary malignant neoplasm of border of tongue,SNOMED CT
"Malignancy, except skin neoplasms",380055,93727008,Primary malignant neoplasm of brain,SNOMED CT
"Malignancy, except skin neoplasms",441806,93726004,Primary malignant neoplasm of brain stem,SNOMED CT
"Malignancy, except skin neoplasms",4003674,109834009,Primary malignant neoplasm of branchial cleft,SNOMED CT
"Malignancy, except skin neoplasms",4162253,372137005,Primary malignant neoplasm of breast,SNOMED CT
"Malignancy, except skin neoplasms",4187851,373090000,Primary malignant neoplasm of breast lower inner quadrant,SNOMED CT
"Malignancy, except skin neoplasms",4188545,373091001,Primary malignant neoplasm of breast lower outer quadrant,SNOMED CT
"Malignancy, except skin neoplasms",4158563,373089009,Primary malignant neoplasm of breast upper inner quadrant,SNOMED CT
"Malignancy, except skin neoplasms",4187850,373088001,Primary malignant neoplasm of breast upper outer quadrant,SNOMED CT
"Malignancy, except skin neoplasms",432264,93728003,Primary malignant neoplasm of broad ligament,SNOMED CT
"Malignancy, except skin neoplasms",134579,371976008,Primary malignant neoplasm of buccal mucosa,SNOMED CT
"Malignancy, except skin neoplasms",432838,93738008,Primary malignant neoplasm of cardia of stomach,SNOMED CT
"Malignancy, except skin neoplasms",27235,93740003,Primary malignant neoplasm of carotid body,SNOMED CT
"Malignancy, except skin neoplasms",4246029,93743001,Primary malignant neoplasm of cauda equina,SNOMED CT
"Malignancy, except skin neoplasms",432837,371977004,Primary malignant neoplasm of cecum,SNOMED CT
"Malignancy, except skin neoplasms",4247822,93744007,Primary malignant neoplasm of central nervous system,SNOMED CT
"Malignancy, except skin neoplasms",432845,93745008,Primary malignant neoplasm of central portion of female breast,SNOMED CT
"Malignancy, except skin neoplasms",433149,93746009,Primary malignant neoplasm of cerebellum,SNOMED CT
"Malignancy, except skin neoplasms",436926,93747000,Primary malignant neoplasm of cerebral meninges,SNOMED CT
"Malignancy, except skin neoplasms",432848,93748005,Primary malignant neoplasm of cerebral ventricle,SNOMED CT
"Malignancy, except skin neoplasms",380661,93749002,Primary malignant neoplasm of cerebrum,SNOMED CT
"Malignancy, except skin neoplasms",441224,371978009,Primary malignant neoplasm of cervical esophagus,SNOMED CT
"Malignancy, except skin neoplasms",378696,93755007,Primary malignant neoplasm of choroid,SNOMED CT
"Malignancy, except skin neoplasms",4246808,93756008,Primary malignant neoplasm of ciliary body (primary),SNOMED CT
"Malignancy, except skin neoplasms",197225,371980003,Primary malignant neoplasm of clitoris,SNOMED CT
"Malignancy, except skin neoplasms",4003675,109840002,Primary malignant neoplasm of cloacogenic zone,SNOMED CT
"Malignancy, except skin neoplasms",197500,93761005,Primary malignant neoplasm of colon,SNOMED CT
"Malignancy, except skin neoplasms",255192,371981004,Primary malignant neoplasm of commissure of lip,SNOMED CT
"Malignancy, except skin neoplasms",373151,93764002,Primary malignant neoplasm of conjunctiva (primary),SNOMED CT
"Malignancy, except skin neoplasms",375490,93766000,Primary malignant neoplasm of cornea (primary),SNOMED CT
"Malignancy, except skin neoplasms",433975,93767009,Primary malignant neoplasm of cranial nerve,SNOMED CT
"Malignancy, except skin neoplasms",442134,93768004,Primary malignant neoplasm of craniopharyngeal duct,SNOMED CT
"Malignancy, except skin neoplasms",4003028,109876001,Primary malignant neoplasm of descended testis,SNOMED CT
"Malignancy, except skin neoplasms",441800,93771007,Primary malignant neoplasm of descending colon,SNOMED CT
"Malignancy, except skin neoplasms",42709931,449803009,Primary malignant neoplasm of dome of urinary bladder,SNOMED CT
"Malignancy, except skin neoplasms",434587,93773005,Primary malignant neoplasm of dorsal surface of tongue,SNOMED CT
"Malignancy, except skin neoplasms",435752,93775003,Primary malignant neoplasm of duodenum,SNOMED CT
"Malignancy, except skin neoplasms",441805,93779009,Primary malignant neoplasm of endocervix,SNOMED CT
"Malignancy, except skin neoplasms",133420,371983001,Primary malignant neoplasm of endocrine gland,SNOMED CT
"Malignancy, except skin neoplasms",4247238,93781006,Primary malignant neoplasm of endometrium,SNOMED CT
"Malignancy, except skin neoplasms",80340,93783009,Primary malignant neoplasm of epididymis,SNOMED CT
"Malignancy, except skin neoplasms",26638,371984007,Primary malignant neoplasm of esophagus,SNOMED CT
"Malignancy, except skin neoplasms",140046,93787005,Primary malignant neoplasm of ethmoidal sinus,SNOMED CT
"Malignancy, except skin neoplasms",436358,93789008,Primary malignant neoplasm of exocervix,SNOMED CT
"Malignancy, except skin neoplasms",40486896,446189008,Primary malignant neoplasm of extrahepatic bile duct,SNOMED CT
"Malignancy, except skin neoplasms",374874,371986009,Primary malignant neoplasm of eye,SNOMED CT
"Malignancy, except skin neoplasms",201801,371987000,Primary malignant neoplasm of fallopian tube,SNOMED CT
"Malignancy, except skin neoplasms",137809,93796005,Primary malignant neoplasm of female breast,SNOMED CT
"Malignancy, except skin neoplasms",201238,93797001,Primary malignant neoplasm of female genital organ,SNOMED CT
"Malignancy, except skin neoplasms",135750,93802007,Primary malignant neoplasm of floor of mouth,SNOMED CT
"Malignancy, except skin neoplasms",441233,93807001,Primary malignant neoplasm of frontal lobe,SNOMED CT
"Malignancy, except skin neoplasms",132258,93808006,Primary malignant neoplasm of frontal sinus,SNOMED CT
"Malignancy, except skin neoplasms",435751,93809003,Primary malignant neoplasm of fundus of stomach,SNOMED CT
"Malignancy, except skin neoplasms",197806,372139008,Primary malignant neoplasm of gallbladder,SNOMED CT
"Malignancy, except skin neoplasms",4179720,363745004,Primary malignant neoplasm of gastrointestinal tract,SNOMED CT
"Malignancy, except skin neoplasms",438370,371989002,Primary malignant neoplasm of glans penis,SNOMED CT
"Malignancy, except skin neoplasms",260336,93816002,Primary malignant neoplasm of glottis,SNOMED CT
"Malignancy, except skin neoplasms",437224,93818001,Primary malignant neoplasm of greater curvature of stomach,SNOMED CT
"Malignancy, except skin neoplasms",140950,371990006,Primary malignant neoplasm of gum,SNOMED CT
"Malignancy, except skin neoplasms",438694,371991005,Primary malignant neoplasm of hard palate,SNOMED CT
"Malignancy, except skin neoplasms",442131,93824007,Primary malignant neoplasm of head,SNOMED CT
"Malignancy, except skin neoplasms",440649,372119009,Primary malignant neoplasm of head of pancreas,SNOMED CT
"Malignancy, except skin neoplasms",316644,93825008,Primary malignant neoplasm of heart,SNOMED CT
"Malignancy, except skin neoplasms",438979,93826009,Primary malignant neoplasm of hepatic flexure of colon,SNOMED CT
"Malignancy, except skin neoplasms",434577,93829002,Primary malignant neoplasm of hypopharyngeal aspect of aryepiglottic fold,SNOMED CT
"Malignancy, except skin neoplasms",439746,93831006,Primary malignant neoplasm of hypopharynx,SNOMED CT
"Malignancy, except skin neoplasms",4311480,93832004,Primary malignant neoplasm of ileum,SNOMED CT
"Malignancy, except skin neoplasms",435485,109357005,Primary malignant neoplasm of ill-defined site,SNOMED CT
"Malignancy, except skin neoplasms",132832,93835002,Primary malignant neoplasm of inner aspect of lip,SNOMED CT
"Malignancy, except skin neoplasms",137219,93836001,Primary malignant neoplasm of inner aspect of lower lip,SNOMED CT
"Malignancy, except skin neoplasms",138351,93837005,Primary malignant neoplasm of inner aspect of upper lip,SNOMED CT
"Malignancy, except skin neoplasms",195482,371992003,Primary malignant neoplasm of intestinal tract,SNOMED CT
"Malignancy, except skin neoplasms",197804,93839008,Primary malignant neoplasm of intra-abdominal organs,SNOMED CT
"Malignancy, except skin neoplasms",40490929,447109003,Primary malignant neoplasm of intrahepatic bile duct,SNOMED CT
"Malignancy, except skin neoplasms",4247331,93841009,Primary malignant neoplasm of intrathoracic organs,SNOMED CT
"Malignancy, except skin neoplasms",25486,93843007,Primary malignant neoplasm of islets of Langerhans,SNOMED CT
"Malignancy, except skin neoplasms",192847,93844001,Primary malignant neoplasm of isthmus of uterus,SNOMED CT
"Malignancy, except skin neoplasms",436913,93846004,Primary malignant neoplasm of jejunum,SNOMED CT
"Malignancy, except skin neoplasms",440036,93848003,Primary malignant neoplasm of junctional zone of tongue,SNOMED CT
"Malignancy, except skin neoplasms",198985,93849006,Primary malignant neoplasm of kidney,SNOMED CT
"Malignancy, except skin neoplasms",437501,93850006,Primary malignant neoplasm of labia majora,SNOMED CT
"Malignancy, except skin neoplasms",441802,93851005,Primary malignant neoplasm of labia minora,SNOMED CT
"Malignancy, except skin neoplasms",4313056,423195009,Primary malignant neoplasm of lacrimal drainage system,SNOMED CT
"Malignancy, except skin neoplasms",372567,371993008,Primary malignant neoplasm of lacrimal gland,SNOMED CT
"Malignancy, except skin neoplasms",4246125,93854002,Primary malignant neoplasm of large intestine,SNOMED CT
"Malignancy, except skin neoplasms",436352,109370001,Primary malignant neoplasm of laryngeal cartilage,SNOMED CT
"Malignancy, except skin neoplasms",26052,371995001,Primary malignant neoplasm of larynx,SNOMED CT
"Malignancy, except skin neoplasms",440344,93860002,Primary malignant neoplasm of lateral portion of floor of mouth,SNOMED CT
"Malignancy, except skin neoplasms",438692,93861003,Primary malignant neoplasm of lateral wall of nasopharynx,SNOMED CT
"Malignancy, except skin neoplasms",440345,93862005,Primary malignant neoplasm of lateral wall of oropharynx,SNOMED CT
"Malignancy, except skin neoplasms",40650072,93863000,Primary malignant neoplasm of lateral wall of urinary bladder,SNOMED CT
"Malignancy, except skin neoplasms",434292,93867004,Primary malignant neoplasm of lesser curvature of stomach,SNOMED CT
"Malignancy, except skin neoplasms",434289,93868009,Primary malignant neoplasm of lingual tonsil,SNOMED CT
"Malignancy, except skin neoplasms",4155171,371996000,Primary malignant neoplasm of lip,SNOMED CT
"Malignancy, except skin neoplasms",201519,95214007,Primary malignant neoplasm of liver,SNOMED CT
"Malignancy, except skin neoplasms",436640,93871001,Primary malignant neoplasm of long bone of lower limb,SNOMED CT
"Malignancy, except skin neoplasms",440335,371997009,Primary malignant neoplasm of lower gum,SNOMED CT
"Malignancy, except skin neoplasms",432263,93874009,Primary malignant neoplasm of lower inner quadrant of female breast,SNOMED CT
"Malignancy, except skin neoplasms",201518,93875005,Primary malignant neoplasm of lower limb,SNOMED CT
"Malignancy, except skin neoplasms",4157454,372110008,"Primary malignant neoplasm of lower lobe, bronchus or lung",SNOMED CT
"Malignancy, except skin neoplasms",441515,93876006,Primary malignant neoplasm of lower outer quadrant of female breast,SNOMED CT
"Malignancy, except skin neoplasms",193138,371998004,Primary malignant neoplasm of lower third of esophagus,SNOMED CT
"Malignancy, except skin neoplasms",257503,93882009,Primary malignant neoplasm of main bronchus,SNOMED CT
"Malignancy, except skin neoplasms",4247836,93883004,Primary malignant neoplasm of major salivary gland,SNOMED CT
"Malignancy, except skin neoplasms",135489,93884005,Primary malignant neoplasm of male breast,SNOMED CT
"Malignancy, except skin neoplasms",197507,93885006,Primary malignant neoplasm of male genital organ,SNOMED CT
"Malignancy, except skin neoplasms",379756,93886007,Primary malignant neoplasm of mandible,SNOMED CT
"Malignancy, except skin neoplasms",137800,93889000,Primary malignant neoplasm of maxillary sinus,SNOMED CT
"Malignancy, except skin neoplasms",432256,93890009,Primary malignant neoplasm of Meckel's diverticulum,SNOMED CT
"Malignancy, except skin neoplasms",438693,93891008,Primary malignant neoplasm of mediastinum,SNOMED CT
"Malignancy, except skin neoplasms",4002340,109915008,Primary malignant neoplasm of meninges,SNOMED CT
"Malignancy, except skin neoplasms",4247336,93894000,Primary malignant neoplasm of middle ear,SNOMED CT
"Malignancy, except skin neoplasms",256646,372112000,"Primary malignant neoplasm of middle lobe, bronchus or lung",SNOMED CT
"Malignancy, except skin neoplasms",437805,371999007,Primary malignant neoplasm of middle third of esophagus,SNOMED CT
"Malignancy, except skin neoplasms",4247842,93915004,Primary malignant neoplasm of myometrium,SNOMED CT
"Malignancy, except skin neoplasms",438367,93917007,Primary malignant neoplasm of nasal cavity,SNOMED CT
"Malignancy, except skin neoplasms",36684473,226521000119108,Primary malignant neoplasm of nasopharynx,SNOMED CT
"Malignancy, except skin neoplasms",376918,93923002,Primary malignant neoplasm of nervous system,SNOMED CT
"Malignancy, except skin neoplasms",432559,93928006,Primary malignant neoplasm of occipital lobe,SNOMED CT
"Malignancy, except skin neoplasms",4246137,93931007,Primary malignant neoplasm of optic nerve,SNOMED CT
"Malignancy, except skin neoplasms",439404,372001002,Primary malignant neoplasm of oral cavity,SNOMED CT
"Malignancy, except skin neoplasms",441809,93932000,Primary malignant neoplasm of orbit,SNOMED CT
"Malignancy, except skin neoplasms",432833,93933005,Primary malignant neoplasm of oropharynx,SNOMED CT
"Malignancy, except skin neoplasms",200051,93934004,Primary malignant neoplasm of ovary,SNOMED CT
"Malignancy, except skin neoplasms",134290,372002009,Primary malignant neoplasm of palate,SNOMED CT
"Malignancy, except skin neoplasms",199754,372003004,Primary malignant neoplasm of pancreas,SNOMED CT
"Malignancy, except skin neoplasms",433423,93939009,Primary malignant neoplasm of pancreatic duct,SNOMED CT
"Malignancy, except skin neoplasms",442122,93941005,Primary malignant neoplasm of paraganglion,SNOMED CT
"Malignancy, except skin neoplasms",196047,93942003,Primary malignant neoplasm of parametrium,SNOMED CT
"Malignancy, except skin neoplasms",139753,93943008,Primary malignant neoplasm of parathyroid gland,SNOMED CT
"Malignancy, except skin neoplasms",200963,93944002,Primary malignant neoplasm of paraurethral glands,SNOMED CT
"Malignancy, except skin neoplasms",438086,93946000,Primary malignant neoplasm of parietal lobe,SNOMED CT
"Malignancy, except skin neoplasms",441510,93948004,Primary malignant neoplasm of parietal pleura,SNOMED CT
"Malignancy, except skin neoplasms",434588,372004005,Primary malignant neoplasm of parotid gland,SNOMED CT
"Malignancy, except skin neoplasms",4246141,93951006,Primary malignant neoplasm of pelvic bone,SNOMED CT
"Malignancy, except skin neoplasms",72566,372115003,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",SNOMED CT
"Malignancy, except skin neoplasms",198988,93953009,Primary malignant neoplasm of pelvis,SNOMED CT
"Malignancy, except skin neoplasms",195483,372005006,Primary malignant neoplasm of penis,SNOMED CT
"Malignancy, except skin neoplasms",4307721,422736007,Primary malignant neoplasm of peripheral nerve,SNOMED CT
"Malignancy, except skin neoplasms",4003694,109921007,"Primary malignant neoplasm of peripheral nerve of head, face AND/OR neck",SNOMED CT
"Malignancy, except skin neoplasms",4003179,109947003,Primary malignant neoplasm of peripheral nerves of trunk,SNOMED CT
"Malignancy, except skin neoplasms",4003175,109931000,Primary malignant neoplasm of peripheral nerves of upper limb,SNOMED CT
"Malignancy, except skin neoplasms",28083,93961004,Primary malignant neoplasm of pharynx,SNOMED CT
"Malignancy, except skin neoplasms",26361,93962006,Primary malignant neoplasm of pineal gland,SNOMED CT
"Malignancy, except skin neoplasms",24296,93964007,Primary malignant neoplasm of pituitary gland,SNOMED CT
"Malignancy, except skin neoplasms",36715801,721567004,Primary malignant neoplasm of placenta,SNOMED CT
"Malignancy, except skin neoplasms",78093,93966009,Primary malignant neoplasm of pleura,SNOMED CT
"Malignancy, except skin neoplasms",436922,93967000,Primary malignant neoplasm of postcricoid region,SNOMED CT
"Malignancy, except skin neoplasms",435474,93968005,Primary malignant neoplasm of posterior hypopharyngeal wall,SNOMED CT
"Malignancy, except skin neoplasms",435487,93969002,Primary malignant neoplasm of posterior mediastinum,SNOMED CT
"Malignancy, except skin neoplasms",436344,93970001,Primary malignant neoplasm of posterior wall of nasopharynx,SNOMED CT
"Malignancy, except skin neoplasms",439739,93971002,Primary malignant neoplasm of posterior wall of oropharynx,SNOMED CT
"Malignancy, except skin neoplasms",40650479,93972009,Primary malignant neoplasm of posterior wall of urinary bladder,SNOMED CT
"Malignancy, except skin neoplasms",440339,372006007,Primary malignant neoplasm of prepuce,SNOMED CT
"Malignancy, except skin neoplasms",200962,93974005,Primary malignant neoplasm of prostate,SNOMED CT
"Malignancy, except skin neoplasms",438089,93976007,Primary malignant neoplasm of pyloric antrum,SNOMED CT
"Malignancy, except skin neoplasms",192255,93977003,Primary malignant neoplasm of pylorus,SNOMED CT
"Malignancy, except skin neoplasms",435190,93978008,Primary malignant neoplasm of pyriform sinus,SNOMED CT
"Malignancy, except skin neoplasms",438699,93980002,Primary malignant neoplasm of rectosigmoid junction,SNOMED CT
"Malignancy, except skin neoplasms",74582,93984006,Primary malignant neoplasm of rectum,SNOMED CT
"Malignancy, except skin neoplasms",195480,93985007,Primary malignant neoplasm of renal pelvis,SNOMED CT
"Malignancy, except skin neoplasms",4311499,93986008,Primary malignant neoplasm of respiratory tract,SNOMED CT
"Malignancy, except skin neoplasms",377811,93987004,Primary malignant neoplasm of retina (primary),SNOMED CT
"Malignancy, except skin neoplasms",433704,93989001,Primary malignant neoplasm of retromolar area,SNOMED CT
"Malignancy, except skin neoplasms",198091,94092006,Primary malignant neoplasm of retroperitoneum,SNOMED CT
"Malignancy, except skin neoplasms",438977,372107001,Primary malignant neoplasm of ribs and/or sternum and/or clavicle,SNOMED CT
"Malignancy, except skin neoplasms",441520,93994001,Primary malignant neoplasm of round ligament of uterus,SNOMED CT
"Malignancy, except skin neoplasms",79758,372009000,Primary malignant neoplasm of scrotum,SNOMED CT
"Malignancy, except skin neoplasms",434880,94003005,Primary malignant neoplasm of short bone of lower limb,SNOMED CT
"Malignancy, except skin neoplasms",435493,94004004,Primary malignant neoplasm of short bone of upper limb,SNOMED CT
"Malignancy, except skin neoplasms",436635,94006002,Primary malignant neoplasm of sigmoid colon,SNOMED CT
"Malignancy, except skin neoplasms",192836,94048009,Primary malignant neoplasm of small intestine,SNOMED CT
"Malignancy, except skin neoplasms",254282,94049001,Primary malignant neoplasm of soft palate,SNOMED CT
"Malignancy, except skin neoplasms",376647,372010005,Primary malignant neoplasm of soft tissues,SNOMED CT
"Malignancy, except skin neoplasms",197807,94050001,Primary malignant neoplasm of soft tissues of abdomen,SNOMED CT
"Malignancy, except skin neoplasms",438094,94057003,Primary malignant neoplasm of soft tissues of lower limb,SNOMED CT
"Malignancy, except skin neoplasms",4247358,94059000,Primary malignant neoplasm of soft tissues of pelvis,SNOMED CT
"Malignancy, except skin neoplasms",317801,94062002,Primary malignant neoplasm of soft tissues of thorax,SNOMED CT
"Malignancy, except skin neoplasms",197808,94063007,Primary malignant neoplasm of soft tissues of trunk,SNOMED CT
"Malignancy, except skin neoplasms",436357,372012002,Primary malignant neoplasm of soft tissues of upper limb,SNOMED CT
"Malignancy, except skin neoplasms",193719,372013007,Primary malignant neoplasm of spermatic cord,SNOMED CT
"Malignancy, except skin neoplasms",136639,94067008,Primary malignant neoplasm of sphenoidal sinus,SNOMED CT
"Malignancy, except skin neoplasms",135491,94068003,Primary malignant neoplasm of spinal cord,SNOMED CT
"Malignancy, except skin neoplasms",134295,94069006,Primary malignant neoplasm of spinal meninges,SNOMED CT
"Malignancy, except skin neoplasms",193418,94071006,Primary malignant neoplasm of spleen,SNOMED CT
"Malignancy, except skin neoplasms",437798,94072004,Primary malignant neoplasm of splenic flexure of colon,SNOMED CT
"Malignancy, except skin neoplasms",196044,372014001,Primary malignant neoplasm of stomach,SNOMED CT
"Malignancy, except skin neoplasms",259755,94075002,Primary malignant neoplasm of subglottis,SNOMED CT
"Malignancy, except skin neoplasms",439738,94076001,Primary malignant neoplasm of sublingual gland,SNOMED CT
"Malignancy, except skin neoplasms",4312691,94077005,Primary malignant neoplasm of submaxillary gland,SNOMED CT
"Malignancy, except skin neoplasms",441223,94078000,Primary malignant neoplasm of superior wall of nasopharynx,SNOMED CT
"Malignancy, except skin neoplasms",261514,94080006,Primary malignant neoplasm of supraglottis,SNOMED CT
"Malignancy, except skin neoplasms",432843,94082003,Primary malignant neoplasm of tail of pancreas,SNOMED CT
"Malignancy, except skin neoplasms",433976,94086000,Primary malignant neoplasm of temporal lobe,SNOMED CT
"Malignancy, except skin neoplasms",433716,94087009,Primary malignant neoplasm of testis,SNOMED CT
"Malignancy, except skin neoplasms",197799,372016004,Primary malignant neoplasm of the peritoneum,SNOMED CT
"Malignancy, except skin neoplasms",135476,372017008,Primary malignant neoplasm of thoracic esophagus,SNOMED CT
"Malignancy, except skin neoplasms",438368,94096009,Primary malignant neoplasm of thymus,SNOMED CT
"Malignancy, except skin neoplasms",133424,94098005,Primary malignant neoplasm of thyroid gland,SNOMED CT
"Malignancy, except skin neoplasms",437498,94101009,Primary malignant neoplasm of tongue,SNOMED CT
"Malignancy, except skin neoplasms",31509,372020000,Primary malignant neoplasm of tonsil,SNOMED CT
"Malignancy, except skin neoplasms",433709,94102002,Primary malignant neoplasm of tonsillar fossa,SNOMED CT
"Malignancy, except skin neoplasms",440047,94103007,Primary malignant neoplasm of tonsillar pillar,SNOMED CT
"Malignancy, except skin neoplasms",432262,94104001,Primary malignant neoplasm of trachea,SNOMED CT
"Malignancy, except skin neoplasms",432257,94105000,Primary malignant neoplasm of transverse colon,SNOMED CT
"Malignancy, except skin neoplasms",435484,94109006,Primary malignant neoplasm of trigone of urinary bladder,SNOMED CT
"Malignancy, except skin neoplasms",4312698,94111002,Primary malignant neoplasm of trunk,SNOMED CT
"Malignancy, except skin neoplasms",436054,94113004,Primary malignant neoplasm of undescended testis,SNOMED CT
"Malignancy, except skin neoplasms",435478,372022008,Primary malignant neoplasm of upper gum,SNOMED CT
"Malignancy, except skin neoplasms",440956,94115006,Primary malignant neoplasm of upper inner quadrant of female breast,SNOMED CT
"Malignancy, except skin neoplasms",81239,94116007,Primary malignant neoplasm of upper limb,SNOMED CT
"Malignancy, except skin neoplasms",81237,372133009,Primary malignant neoplasm of upper limb bones and scapula,SNOMED CT
"Malignancy, except skin neoplasms",261236,372135002,"Primary malignant neoplasm of upper lobe, bronchus or lung",SNOMED CT
"Malignancy, except skin neoplasms",436353,94117003,Primary malignant neoplasm of upper outer quadrant of female breast,SNOMED CT
"Malignancy, except skin neoplasms",252840,94118008,Primary malignant neoplasm of upper respiratory tract,SNOMED CT
"Malignancy, except skin neoplasms",432260,372023003,Primary malignant neoplasm of upper third of esophagus,SNOMED CT
"Malignancy, except skin neoplasms",201517,94120006,Primary malignant neoplasm of urachus,SNOMED CT
"Malignancy, except skin neoplasms",200054,94121005,Primary malignant neoplasm of ureter,SNOMED CT
"Malignancy, except skin neoplasms",76924,94122003,Primary malignant neoplasm of ureteric orifice of urinary bladder,SNOMED CT
"Malignancy, except skin neoplasms",196049,94123008,Primary malignant neoplasm of urethra,SNOMED CT
"Malignancy, except skin neoplasms",436923,94124002,Primary malignant neoplasm of urinary bladder neck,SNOMED CT
"Malignancy, except skin neoplasms",76349,94125001,Primary malignant neoplasm of urinary system,SNOMED CT
"Malignancy, except skin neoplasms",200052,94126000,Primary malignant neoplasm of uterine adnexa,SNOMED CT
"Malignancy, except skin neoplasms",196359,372024009,Primary malignant neoplasm of uterine cervix,SNOMED CT
"Malignancy, except skin neoplasms",45770892,10708511000119100,Primary malignant neoplasm of uterus,SNOMED CT
"Malignancy, except skin neoplasms",434285,94129007,Primary malignant neoplasm of uvula,SNOMED CT
"Malignancy, except skin neoplasms",196048,372025005,Primary malignant neoplasm of vagina,SNOMED CT
"Malignancy, except skin neoplasms",438360,94132005,Primary malignant neoplasm of vallecula,SNOMED CT
"Malignancy, except skin neoplasms",437220,94134006,Primary malignant neoplasm of ventral surface of tongue,SNOMED CT
"Malignancy, except skin neoplasms",133969,94135007,Primary malignant neoplasm of vermilion border of lip,SNOMED CT
"Malignancy, except skin neoplasms",132565,372026006,Primary malignant neoplasm of vermilion border of lower lip,SNOMED CT
"Malignancy, except skin neoplasms",138074,372027002,Primary malignant neoplasm of vermilion border of upper lip,SNOMED CT
"Malignancy, except skin neoplasms",75488,372028007,Primary malignant neoplasm of vertebral column,SNOMED CT
"Malignancy, except skin neoplasms",261808,94138009,Primary malignant neoplasm of vestibule of mouth,SNOMED CT
"Malignancy, except skin neoplasms",441230,94140004,Primary malignant neoplasm of visceral pleura,SNOMED CT
"Malignancy, except skin neoplasms",195197,94143002,Primary malignant neoplasm of vulva,SNOMED CT
"Malignancy, except skin neoplasms",432254,94144008,Primary malignant neoplasm of Waldeyer's ring,SNOMED CT
"Malignancy, except skin neoplasms",40481522,444910004,Primary mediastinal (thymic) large B-cell lymphoma,SNOMED CT
"Malignancy, except skin neoplasms",443719,415287001,Relapsing chronic myeloid leukemia,SNOMED CT
"Malignancy, except skin neoplasms",436920,373168002,Reticulosarcoma,SNOMED CT
"Malignancy, except skin neoplasms",200659,95224004,Reticulosarcoma of intra-abdominal lymph nodes,SNOMED CT
"Malignancy, except skin neoplasms",192265,95225003,Reticulosarcoma of intrapelvic lymph nodes,SNOMED CT
"Malignancy, except skin neoplasms",435193,95226002,Reticulosarcoma of intrathoracic lymph nodes,SNOMED CT
"Malignancy, except skin neoplasms",441241,188492005,Reticulosarcoma of lymph nodes of axilla and upper limb,SNOMED CT
"Malignancy, except skin neoplasms",438106,188489006,"Reticulosarcoma of lymph nodes of head, face and neck",SNOMED CT
"Malignancy, except skin neoplasms",200660,188493000,Reticulosarcoma of lymph nodes of inguinal region and lower limb,SNOMED CT
"Malignancy, except skin neoplasms",139759,95230004,Reticulosarcoma of lymph nodes of multiple sites,SNOMED CT
"Malignancy, except skin neoplasms",442128,95231000,Reticulosarcoma of spleen,SNOMED CT
"Malignancy, except skin neoplasms",40488812,446643000,Sarcoma of dendritic cells (accessory cells),SNOMED CT
"Malignancy, except skin neoplasms",4115271,254601002,Sarcoma of liver,SNOMED CT
"Malignancy, except skin neoplasms",315497,302855005,Subacute leukemia,SNOMED CT
"Malignancy, except skin neoplasms",4143848,427056005,Subacute leukemia in remission,SNOMED CT
"Malignancy, except skin neoplasms",136656,188726003,Subacute lymphoid leukemia,SNOMED CT
"Malignancy, except skin neoplasms",4139054,426370008,Subacute lymphoid leukemia in remission,SNOMED CT
"Malignancy, except skin neoplasms",313430,188746008,Subacute monocytic leukemia,SNOMED CT
"Malignancy, except skin neoplasms",135499,188736006,Subacute myeloid leukemia,SNOMED CT
"Malignancy, except skin neoplasms",4143382,425749006,Subacute myeloid leukemia in remission,SNOMED CT
"Malignancy, except skin neoplasms",4041799,118611004,Sézary's disease (clinical),SNOMED CT
"Malignancy, except skin neoplasms",135759,95264000,Sézary's disease of extranodal AND/OR solid organ site,SNOMED CT
"Malignancy, except skin neoplasms",439267,188632001,Sézary's disease of intra-abdominal lymph nodes,SNOMED CT
"Malignancy, except skin neoplasms",439270,188635004,Sézary's disease of intrapelvic lymph nodes,SNOMED CT
"Malignancy, except skin neoplasms",439265,188631008,Sézary's disease of intrathoracic lymph nodes,SNOMED CT
"Malignancy, except skin neoplasms",138378,188633006,Sézary's disease of lymph nodes of axilla AND/OR upper limb,SNOMED CT
"Malignancy, except skin neoplasms",135765,95260009,"Sézary's disease of lymph nodes of head, face AND/OR neck",SNOMED CT
"Malignancy, except skin neoplasms",439266,188634000,Sézary's disease of lymph nodes of inguinal region and lower limb,SNOMED CT
"Malignancy, except skin neoplasms",199762,95261008,Sézary's disease of lymph nodes of inguinal region AND/OR lower limb,SNOMED CT
"Malignancy, except skin neoplasms",140664,188637007,Sézary's disease of lymph nodes of multiple sites,SNOMED CT
"Malignancy, except skin neoplasms",195760,95263006,Sézary's disease of spleen,SNOMED CT
"Malignancy, except skin neoplasms",4079683,277567002,T-cell prolymphocytic leukemia,SNOMED CT
"Malignancy, except skin neoplasms",4003182,109975001,T-zone lymphoma (clinical),SNOMED CT
"Malignancy, except skin neoplasms",4098597,190818004,Waldenström macroglobulinemia,SNOMED CT
Renal disease,44784439,698591006,Benign hypertensive renal disease with renal failure,SNOMED CT
Renal disease,312358,20917003,Chronic glomerulonephritis,SNOMED CT
Renal disease,442075,197616000,Chronic glomerulonephritis associated with another disorder,SNOMED CT
